city,distance_to_center_km,rating,num_reviews,room_type,beds_in_room,breakfast_included,wifi,laundry,season,weekend,occupancy_rate,hostel_age_years,kitchen_access,air_conditioning,locker_available,security_24h,female_only_dorm_available,common_area_count,room_area_sqft,bathroom_type,price_per_night
Brussels,0.6,3.3,28,dorm,4,0,1,0,low,1,0.63,8,0,0,0,0,1,3,220,shared,36.94
Lisbon,2.4,3.7,104,dorm,6,1,1,0,shoulder,1,0.72,2,1,0,0,1,0,1,175,shared,33.04
Budapest,7.6,3.2,77,private,1,1,1,1,peak,1,0.99,30,0,0,0,1,1,3,168,private,50.96
Helsinki,6.2,4.7,411,dorm,12,1,1,1,shoulder,0,0.76,30,0,0,1,1,0,2,222,private,20.96
Oslo,6.9,3.1,48,dorm,4,1,1,0,peak,0,0.87,25,0,0,1,1,0,4,188,shared,30.28
Paris,4.1,2.6,5,dorm,6,0,1,1,shoulder,1,0.71,15,1,0,0,0,0,5,242,shared,30.08
Prague,7.9,3.9,50,dorm,10,0,1,1,shoulder,1,0.55,19,1,1,1,1,0,3,175,shared,17.96
Helsinki,2.3,3.6,85,dorm,8,1,1,1,peak,0,0.97,6,1,0,0,1,0,6,142,private,42.95
Paris,6.4,2.5,68,dorm,4,0,1,0,peak,0,0.92,15,0,0,1,0,0,1,166,private,32.65
Vienna,4.1,4.1,171,dorm,12,0,1,1,shoulder,0,0.59,0,1,1,1,1,0,6,147,shared,24.77
Berlin,2.9,4.1,155,private,1,1,1,1,shoulder,0,0.57,25,1,1,1,0,1,1,104,shared,54.78
Athens,1.3,3.1,7,dorm,12,0,1,0,low,1,0.56,11,1,1,1,1,1,4,197,private,20.98
Madrid,1.2,4.0,80,private,2,1,1,1,peak,1,0.75,5,1,1,0,0,1,4,122,shared,98.95
Madrid,3.0,3.7,40,dorm,10,1,1,1,shoulder,0,0.56,24,0,0,1,1,1,6,152,shared,15.62
Rome,7.4,4.9,280,dorm,10,0,1,0,peak,1,0.7,5,0,1,0,1,1,1,211,shared,25.54
Barcelona,5.8,3.3,9,dorm,6,0,1,0,peak,0,0.73,11,1,0,1,1,0,6,122,private,25.73
London,4.7,2.7,8,dorm,4,0,1,0,low,0,0.45,2,1,0,1,0,0,5,121,private,22.61
Milan,3.8,3.8,107,dorm,10,1,1,1,peak,1,0.91,3,0,0,1,1,0,1,128,shared,46.67
Helsinki,6.0,3.7,66,private,2,1,1,0,peak,0,0.84,15,1,1,0,1,1,4,195,private,75.56
Paris,5.0,3.9,95,dorm,4,1,1,1,peak,0,0.94,17,1,0,0,1,0,5,150,shared,38.49
Amsterdam,3.1,2.7,60,private,2,0,1,0,peak,0,1.0,16,0,1,1,1,0,2,107,shared,80.41
London,3.6,4.6,402,dorm,10,1,1,1,shoulder,1,0.63,14,1,1,1,1,0,1,211,private,27.01
Copenhagen,3.6,4.3,246,dorm,6,0,1,1,shoulder,1,0.62,15,1,0,0,1,0,2,189,shared,38.08
Dublin,3.8,4.6,398,private,1,1,1,1,low,0,0.44,1,1,1,1,1,0,1,118,shared,68.59
Prague,2.0,3.0,16,private,1,1,1,0,low,1,0.33,6,0,1,1,0,0,4,116,shared,54.82
Rome,6.4,3.2,48,private,1,1,1,1,low,0,0.39,14,0,0,1,1,1,4,120,shared,39.41
Dublin,2.3,3.2,99,private,1,0,1,0,low,1,0.52,20,1,1,1,0,0,5,144,private,82.69
Brussels,1.6,3.2,6,private,2,0,1,1,shoulder,0,0.64,6,0,0,1,0,0,1,133,private,63.3
Rome,5.4,2.6,48,dorm,10,1,1,0,low,1,0.36,18,0,1,1,0,0,2,206,shared,17.1
Amsterdam,0.5,4.3,158,private,2,0,1,1,shoulder,0,0.65,14,1,0,1,1,0,1,115,shared,78.45
Rome,2.7,3.9,105,private,1,0,1,0,low,1,0.67,2,1,1,1,1,1,1,126,private,95.36
Prague,5.2,3.1,45,dorm,4,0,1,0,peak,1,0.99,3,0,0,0,0,1,5,156,private,29.02
Athens,7.7,4.8,349,private,2,1,1,1,low,1,0.45,20,0,1,1,1,0,3,129,private,40.31
Stockholm,2.8,3.1,97,dorm,4,0,1,1,peak,0,0.71,7,0,0,1,0,0,2,173,shared,43.76
Amsterdam,2.2,2.6,85,dorm,8,0,1,1,shoulder,1,0.65,15,0,0,1,0,0,1,209,private,23.33
Prague,4.9,4.4,295,dorm,4,0,1,1,shoulder,0,0.63,10,1,0,0,1,0,6,237,shared,21.94
Helsinki,0.4,4.6,449,private,2,1,1,0,shoulder,1,0.5,25,1,1,1,1,0,5,171,private,95.42
Paris,1.2,4.8,274,private,2,1,1,0,low,0,0.31,9,1,1,0,0,0,5,120,shared,60.13
Budapest,7.8,5.0,195,dorm,10,1,1,1,shoulder,1,0.65,3,1,1,1,1,0,3,234,private,18.87
Rome,2.2,3.3,66,dorm,6,0,1,0,low,0,0.4,7,0,1,0,0,0,3,175,private,19.84
Lisbon,2.7,3.0,5,dorm,10,1,1,1,low,1,0.66,30,0,0,0,1,0,5,134,shared,14.42
Athens,2.8,3.9,51,dorm,4,0,1,0,shoulder,1,0.56,15,1,0,0,1,0,6,163,private,26.23
Budapest,0.8,4.3,133,dorm,10,1,1,1,low,1,0.61,4,1,1,1,1,1,3,198,shared,27.7
Barcelona,4.0,4.4,119,private,1,1,1,0,low,1,0.44,13,1,1,1,1,1,2,129,private,85.37
Copenhagen,4.3,4.1,175,private,1,1,1,1,peak,1,0.85,26,1,1,1,0,0,2,125,private,107.21
Helsinki,5.6,2.9,15,dorm,4,1,1,0,low,1,0.31,25,0,0,0,1,1,5,122,shared,21.98
Oslo,5.2,4.4,288,dorm,6,0,1,0,shoulder,1,0.63,0,1,0,1,1,0,4,125,private,44.05
Warsaw,5.4,4.6,151,dorm,10,1,1,1,shoulder,1,0.75,25,0,0,1,1,0,6,156,private,14.89
Amsterdam,7.8,3.8,107,dorm,12,1,1,1,shoulder,1,0.64,29,0,0,1,1,0,3,200,shared,15.32
London,1.0,2.8,21,private,1,0,1,0,low,0,0.35,2,0,0,1,0,0,3,160,private,78.88
Madrid,1.1,3.2,38,private,1,0,1,0,low,0,0.47,2,1,0,0,0,0,2,150,private,56.84
London,2.7,3.5,68,dorm,12,0,1,0,low,1,0.69,24,1,0,1,1,0,1,170,shared,19.71
Milan,6.3,2.5,12,dorm,10,1,1,1,low,1,0.33,22,0,0,1,0,1,6,164,private,15.91
Berlin,6.7,4.5,377,dorm,4,1,1,1,shoulder,0,0.54,13,1,0,0,1,1,2,228,private,20.27
Milan,5.8,2.6,42,dorm,12,0,1,0,shoulder,0,0.74,0,1,1,1,0,0,2,203,shared,23.89
Brussels,4.6,3.6,47,dorm,8,0,1,1,peak,1,0.82,12,0,1,0,1,0,1,215,shared,35.8
Milan,3.6,3.9,59,dorm,12,0,1,0,peak,1,0.89,7,0,0,1,1,1,1,128,private,35.35
Amsterdam,1.0,3.6,67,dorm,6,1,1,1,peak,1,0.91,29,1,0,0,0,0,6,230,shared,40.0
Dublin,2.7,2.5,36,dorm,10,0,1,0,shoulder,0,0.52,15,0,1,1,0,0,2,199,private,20.25
Milan,1.7,2.7,58,private,1,0,1,0,low,0,0.4,16,0,0,1,1,0,2,150,shared,66.78
London,3.2,2.9,6,private,1,0,1,1,shoulder,1,0.6,12,0,0,1,0,0,1,167,private,86.56
Oslo,3.4,4.7,430,private,2,0,1,1,peak,1,0.73,14,1,1,1,1,0,2,104,private,132.16
Barcelona,5.1,3.9,104,dorm,10,1,1,1,peak,1,0.9,26,1,0,0,1,0,1,225,shared,23.54
Warsaw,2.0,2.7,61,private,1,1,1,1,shoulder,0,0.54,17,1,0,0,1,0,5,115,private,53.49
Madrid,2.2,3.2,86,private,1,0,1,1,peak,0,0.85,16,1,0,1,1,0,2,142,private,75.55
Berlin,2.2,3.0,36,dorm,12,1,1,0,peak,1,0.9,25,0,0,1,0,1,5,123,shared,27.33
Rome,1.1,3.7,138,private,1,1,1,0,low,1,0.46,0,1,1,1,0,1,3,101,private,98.04
Lisbon,5.4,2.9,25,dorm,6,1,1,0,low,0,0.61,13,0,0,1,1,0,5,214,shared,16.2
Madrid,6.3,4.9,181,private,2,1,1,1,low,0,0.67,22,1,0,1,0,1,2,195,private,40.55
Barcelona,1.7,3.4,70,private,2,1,1,1,low,1,0.48,14,0,0,1,1,1,3,174,shared,71.49
Helsinki,7.4,4.5,474,private,2,1,1,0,shoulder,1,0.55,12,1,1,1,1,1,6,195,private,66.77
Barcelona,3.1,4.1,161,private,2,0,1,1,low,0,0.68,27,0,0,1,1,0,2,123,shared,40.59
Rome,5.5,3.9,136,private,2,0,1,0,shoulder,1,0.53,29,0,0,1,0,0,6,128,private,43.05
Amsterdam,3.9,4.7,321,private,2,1,1,1,peak,1,0.98,11,1,1,1,0,1,6,184,private,133.15
Stockholm,6.5,3.3,64,private,2,1,1,1,peak,1,0.82,12,1,0,1,1,0,5,149,private,110.01
Madrid,7.1,4.5,154,dorm,12,0,1,1,shoulder,0,0.68,26,1,0,1,0,0,4,208,private,14.09
Rome,4.3,4.1,188,private,1,1,1,0,peak,0,0.91,12,1,0,1,0,1,5,113,private,96.28
Warsaw,3.4,4.3,200,private,1,0,1,1,shoulder,0,0.57,30,0,0,1,0,1,6,160,private,48.31
Amsterdam,3.1,4.5,425,private,2,1,1,0,shoulder,1,0.66,5,1,1,1,0,1,5,200,shared,101.78
Athens,3.1,4.8,361,dorm,8,1,1,0,shoulder,0,0.64,27,1,1,1,1,0,6,228,private,23.18
Athens,2.2,4.9,380,private,1,0,1,1,peak,0,0.73,4,0,1,1,1,1,5,177,shared,102.27
Athens,0.5,2.6,14,dorm,8,0,1,0,peak,1,0.85,28,0,0,0,0,0,5,160,private,23.74
Helsinki,3.8,4.0,180,dorm,6,1,1,1,peak,0,0.73,20,0,1,0,1,0,5,224,private,33.67
Amsterdam,7.8,3.8,149,dorm,10,1,1,1,low,1,0.42,22,1,0,1,1,1,5,229,private,15.06
London,6.6,4.1,285,dorm,12,1,1,0,low,1,0.43,19,0,0,1,0,1,1,196,shared,14.89
Prague,6.1,3.5,44,dorm,12,1,1,1,shoulder,1,0.76,26,0,1,1,1,1,1,243,private,15.56
Amsterdam,4.3,2.9,65,dorm,8,0,1,1,shoulder,0,0.55,29,1,0,1,1,0,2,166,shared,16.84
Copenhagen,6.1,3.2,56,dorm,12,1,1,0,shoulder,1,0.71,29,0,1,0,1,0,5,217,shared,18.45
Copenhagen,3.0,3.5,150,dorm,12,0,1,0,peak,1,0.91,18,1,1,0,1,0,4,230,private,35.36
Paris,0.1,3.6,129,dorm,12,1,1,0,low,0,0.54,13,1,1,1,0,0,1,131,shared,28.53
Oslo,7.3,3.7,124,dorm,8,0,1,0,low,0,0.59,24,0,1,0,1,1,2,162,private,17.31
Warsaw,6.5,4.0,102,dorm,12,1,1,0,peak,1,0.72,6,1,1,1,1,0,6,189,private,26.4
Rome,4.3,4.8,466,dorm,10,1,1,0,low,1,0.35,5,1,0,1,0,1,4,148,private,23.73
Rome,4.1,2.8,37,private,1,0,1,1,low,0,0.42,11,1,0,0,0,1,3,106,shared,51.32
Madrid,6.4,3.9,109,dorm,6,0,1,0,low,1,0.33,25,0,0,1,1,0,3,162,shared,16.69
Barcelona,1.2,4.2,107,dorm,10,1,1,1,shoulder,0,0.7,14,1,1,1,1,0,4,198,shared,24.53
Paris,3.0,4.6,402,private,2,1,1,0,peak,1,0.78,24,1,1,1,1,0,3,170,shared,104.47
London,1.0,4.4,227,private,1,1,1,1,low,1,0.58,30,0,0,1,0,1,5,187,private,83.06
Brussels,4.5,3.1,15,dorm,6,0,1,0,peak,0,0.77,20,0,1,1,0,0,6,142,shared,30.55
Barcelona,1.6,3.0,38,private,1,0,1,0,low,0,0.41,29,0,0,1,0,0,6,141,shared,52.26
Copenhagen,3.9,2.9,71,private,2,0,1,0,low,0,0.64,30,1,0,1,0,1,2,118,private,47.66
Berlin,0.9,3.7,81,private,1,0,1,0,shoulder,0,0.59,2,0,0,1,0,1,4,137,shared,70.65
Helsinki,0.6,3.0,93,dorm,6,1,1,0,low,0,0.55,0,1,1,1,0,1,6,121,private,33.67
Lisbon,4.3,2.8,27,private,2,1,1,0,low,1,0.32,1,1,0,1,0,0,4,160,shared,43.62
Vienna,1.2,3.8,91,private,2,0,1,1,peak,1,0.93,4,1,1,1,0,0,5,120,private,105.25
Stockholm,4.7,4.0,257,private,2,1,1,0,shoulder,0,0.61,16,1,1,0,1,0,4,102,shared,76.15
Budapest,7.4,4.0,271,dorm,6,0,1,1,low,1,0.43,12,0,0,0,1,0,2,233,private,15.11
Dublin,3.2,2.9,15,dorm,8,0,1,0,shoulder,0,0.56,5,0,0,1,1,0,1,128,private,21.94
Dublin,2.6,4.2,223,dorm,10,1,1,0,peak,0,0.85,19,0,0,1,1,0,4,209,private,31.01
Lisbon,3.8,4.8,153,private,1,1,1,1,shoulder,0,0.61,29,0,0,1,1,0,6,152,shared,54.31
Helsinki,3.1,4.4,277,private,1,1,1,1,low,1,0.61,4,1,1,1,0,1,4,177,shared,106.26
Barcelona,1.3,2.9,50,private,1,0,1,0,peak,0,0.96,2,0,1,1,0,0,3,130,shared,119.67
Milan,7.7,2.7,45,private,1,1,1,1,peak,0,0.99,15,0,1,1,0,1,1,107,shared,93.27
Helsinki,1.2,4.0,124,private,2,0,1,0,shoulder,1,0.6,3,1,1,1,0,1,4,143,private,102.97
Athens,7.5,3.6,44,private,2,1,1,0,peak,1,0.87,3,1,0,0,0,0,4,119,private,76.17
Warsaw,1.0,3.2,33,dorm,8,1,1,1,shoulder,1,0.65,9,0,0,0,0,1,6,217,private,22.28
Prague,0.6,4.5,441,private,2,1,1,1,shoulder,1,0.7,9,0,0,1,0,1,3,119,private,71.05
Athens,3.6,4.9,480,dorm,10,1,1,1,peak,0,0.73,4,1,0,1,1,0,6,246,shared,28.08
Madrid,4.9,3.9,98,dorm,8,1,1,1,shoulder,0,0.65,20,1,0,0,1,0,3,188,shared,18.7
Athens,6.9,4.9,201,dorm,6,1,1,1,shoulder,0,0.53,20,0,1,1,1,0,6,127,private,20.68
Athens,4.4,2.8,100,private,2,0,1,0,low,1,0.63,9,1,1,0,0,1,2,158,shared,47.2
Milan,0.3,4.1,86,dorm,8,1,1,1,shoulder,0,0.56,25,0,1,0,1,0,3,205,private,29.18
Stockholm,7.3,4.9,481,dorm,12,1,1,0,shoulder,1,0.75,13,1,1,1,1,1,6,205,private,25.21
Paris,2.1,3.1,41,dorm,6,0,1,0,peak,1,0.98,14,1,0,0,1,1,3,171,private,50.15
Athens,4.1,4.8,329,dorm,8,1,1,1,low,1,0.42,21,0,1,1,1,0,5,127,shared,19.39
Berlin,8.0,4.6,453,private,1,1,1,1,peak,1,0.93,25,0,0,1,0,1,5,166,private,84.83
London,0.6,2.8,78,private,1,0,1,0,low,1,0.57,6,1,1,0,0,1,2,185,private,99.44
Milan,6.2,3.0,88,private,1,0,1,0,peak,1,0.93,30,1,0,1,1,0,1,104,private,89.11
Budapest,7.7,4.7,387,private,2,1,1,1,peak,1,0.95,21,1,0,1,1,0,1,183,private,53.41
Barcelona,1.1,4.7,396,dorm,12,0,1,1,peak,1,0.95,28,0,0,1,1,1,1,208,private,27.99
Oslo,0.5,3.7,150,private,1,1,1,0,shoulder,0,0.53,0,0,1,1,1,0,4,191,private,115.33
Prague,7.7,2.9,77,private,1,0,1,1,low,1,0.45,16,1,1,1,1,1,4,137,private,37.27
Amsterdam,2.4,4.4,271,private,2,0,1,1,peak,1,0.84,13,0,1,1,1,0,6,176,private,104.53
Warsaw,3.8,4.1,173,private,1,1,1,0,peak,0,0.9,5,1,0,1,0,0,3,119,private,87.04
Copenhagen,4.6,3.2,6,dorm,8,0,1,0,shoulder,0,0.57,26,0,1,0,1,1,6,214,shared,18.86
Rome,4.9,4.5,323,private,1,1,1,0,low,0,0.32,20,0,1,1,1,1,1,157,private,55.31
Vienna,5.3,4.0,135,private,1,0,1,1,shoulder,1,0.53,11,1,0,1,1,0,6,199,private,79.28
Milan,0.8,4.5,255,dorm,4,1,1,1,shoulder,1,0.64,24,0,0,1,0,1,5,182,private,43.4
Stockholm,7.9,4.1,179,dorm,8,1,1,1,low,0,0.38,27,0,0,1,0,1,3,230,shared,15.62
Brussels,7.2,5.0,353,dorm,10,0,1,0,low,0,0.32,17,1,1,1,1,1,5,143,shared,17.29
Dublin,0.8,3.3,91,dorm,8,0,1,1,shoulder,1,0.7,22,1,0,0,1,0,2,236,shared,29.13
Rome,2.6,3.9,124,dorm,8,1,1,0,shoulder,1,0.56,11,1,1,1,0,0,2,164,shared,28.98
Brussels,1.2,2.9,29,dorm,6,1,1,1,low,0,0.54,8,0,1,1,0,0,2,237,private,27.98
Madrid,4.4,4.4,95,dorm,12,1,1,0,low,0,0.31,16,0,1,1,1,1,4,238,private,14.29
Oslo,0.2,2.5,59,private,2,0,1,0,peak,0,0.82,21,1,0,1,0,0,1,129,private,112.89
Berlin,3.2,2.8,55,dorm,4,0,1,0,low,1,0.4,15,0,0,0,1,0,5,170,shared,22.91
Brussels,6.6,3.8,121,private,2,0,1,0,low,1,0.51,4,1,1,0,1,0,4,173,shared,53.28
Vienna,4.2,4.5,251,private,1,1,1,0,peak,1,0.89,8,1,1,1,1,0,4,142,private,118.44
Prague,5.1,2.6,52,dorm,6,0,1,1,peak,1,0.72,24,1,0,1,0,0,4,210,private,23.46
Athens,4.4,3.9,78,private,1,0,1,1,low,0,0.64,15,0,0,0,1,0,2,101,private,50.81
Barcelona,5.5,2.6,100,dorm,6,0,1,1,shoulder,1,0.68,15,0,1,1,1,1,4,176,shared,21.88
Copenhagen,0.1,3.6,58,private,2,1,1,0,low,1,0.69,30,0,1,1,0,1,2,188,private,86.26
Oslo,1.2,3.8,88,private,2,1,1,1,shoulder,0,0.59,19,1,1,1,1,1,2,133,shared,75.18
Warsaw,0.2,2.6,20,private,2,0,1,0,peak,0,0.87,14,1,0,0,0,0,3,179,shared,68.39
Athens,6.2,3.6,120,dorm,10,1,1,0,low,0,0.67,30,0,1,1,0,1,6,201,private,12.6
London,1.8,3.9,127,dorm,12,1,1,1,peak,1,0.78,11,1,0,0,1,1,1,165,shared,33.32
Milan,1.3,3.5,66,private,1,1,1,0,shoulder,0,0.61,10,0,1,0,0,0,4,107,shared,89.24
London,3.7,2.9,42,dorm,6,0,1,0,low,0,0.52,22,0,1,1,1,1,3,130,shared,17.22
Brussels,7.9,4.4,173,private,2,0,1,1,low,0,0.47,17,1,1,1,0,0,5,126,shared,38.28
Helsinki,0.2,4.7,171,private,2,1,1,1,peak,1,0.8,28,1,0,0,1,0,5,135,private,118.45
Brussels,7.8,4.5,204,private,2,1,1,0,low,1,0.68,24,1,0,1,1,0,6,158,shared,55.11
Warsaw,3.6,4.8,272,private,2,0,1,0,shoulder,0,0.74,9,1,1,1,1,0,6,163,private,52.4
Berlin,4.7,2.9,7,dorm,12,1,1,1,peak,1,0.89,0,0,1,1,0,0,1,162,shared,30.69
Dublin,1.4,4.1,102,private,2,0,1,1,peak,1,0.88,9,0,1,1,0,0,3,104,private,128.97
Rome,0.6,4.9,468,dorm,4,1,1,1,peak,1,0.97,27,1,0,1,1,0,4,180,shared,41.41
Amsterdam,1.2,3.8,128,dorm,8,1,1,1,peak,0,1.0,26,1,0,1,1,0,2,236,private,30.83
Dublin,0.3,4.3,248,dorm,8,0,1,1,peak,1,0.96,9,0,0,1,1,1,5,150,shared,47.98
Athens,8.0,4.7,471,dorm,10,1,1,1,shoulder,1,0.69,19,1,1,0,1,0,4,182,shared,15.66
Amsterdam,1.0,4.5,432,private,2,0,1,1,shoulder,0,0.53,25,1,0,1,0,1,4,191,private,55.13
Warsaw,3.6,4.3,216,private,2,1,1,1,shoulder,1,0.72,29,0,1,1,1,0,4,126,private,51.28
Prague,4.6,3.2,97,private,2,0,1,0,peak,0,0.79,9,0,1,1,1,1,1,199,shared,63.69
Amsterdam,7.2,4.7,401,dorm,6,0,1,1,shoulder,1,0.66,0,1,1,1,1,0,3,247,private,36.34
Prague,4.0,4.7,432,private,1,1,1,0,shoulder,0,0.63,11,1,0,0,1,0,5,165,shared,59.06
Vienna,1.3,3.5,78,dorm,4,0,1,1,peak,1,0.97,0,0,1,0,0,0,2,191,private,56.54
Amsterdam,2.4,3.6,130,private,2,0,1,1,shoulder,1,0.76,1,1,0,1,0,0,4,126,shared,89.88
Rome,6.1,4.1,166,dorm,10,1,1,0,low,1,0.66,15,0,1,1,1,0,2,132,private,22.77
Budapest,0.8,4.9,235,dorm,4,1,1,1,shoulder,1,0.73,8,0,1,1,1,0,5,178,shared,35.44
Prague,4.3,3.9,31,dorm,6,0,1,0,peak,0,0.8,23,1,1,1,1,0,6,174,private,26.62
Stockholm,3.2,4.1,216,private,2,1,1,1,shoulder,0,0.75,13,1,0,0,1,0,2,133,shared,69.37
Prague,4.4,3.3,87,private,2,1,1,0,low,0,0.66,22,0,0,1,0,1,5,126,private,37.78
Warsaw,3.0,5.0,489,private,2,1,1,1,shoulder,1,0.74,15,0,1,1,1,1,4,137,private,56.27
Oslo,5.6,3.3,52,private,2,0,1,0,peak,1,0.74,20,0,0,1,1,0,3,175,private,91.13
Milan,2.8,2.7,62,private,2,0,1,0,peak,0,0.9,20,0,1,1,1,0,6,128,shared,90.87
Paris,7.8,4.3,140,dorm,4,1,1,1,shoulder,1,0.74,17,0,0,1,1,0,5,213,shared,28.81
Lisbon,6.4,4.2,283,private,2,0,1,0,shoulder,0,0.73,28,0,1,1,1,0,5,128,private,41.49
Oslo,7.9,4.8,168,dorm,12,0,1,1,low,1,0.54,15,1,1,1,1,1,4,210,private,20.23
Prague,7.3,2.8,43,private,2,0,1,1,shoulder,0,0.65,15,0,1,1,0,0,3,179,shared,29.24
Copenhagen,7.6,3.1,98,private,2,1,1,0,peak,1,0.96,24,0,1,1,0,0,5,116,shared,84.73
Oslo,1.6,3.5,63,dorm,4,0,1,1,low,1,0.51,21,0,0,0,0,0,3,165,private,32.68
Paris,5.3,2.6,69,dorm,8,1,1,0,peak,0,0.85,19,0,0,0,0,0,1,164,private,23.14
Athens,3.8,4.0,83,private,2,1,1,0,low,1,0.4,9,1,1,1,1,0,6,127,private,58.27
Athens,1.3,2.9,81,private,2,0,1,1,peak,0,0.92,11,1,0,1,1,0,2,131,shared,77.76
Stockholm,4.7,4.6,202,private,2,0,1,0,shoulder,1,0.79,25,1,0,1,1,0,3,103,shared,89.03
Prague,6.2,3.4,69,dorm,4,0,1,0,peak,0,0.99,16,1,1,1,1,0,2,240,private,28.9
Prague,4.0,3.8,67,dorm,8,0,1,1,low,0,0.33,15,0,0,0,1,0,2,198,shared,13.14
Paris,7.6,3.0,51,private,2,0,1,0,shoulder,1,0.53,24,0,0,0,0,0,4,122,shared,52.01
Madrid,2.4,2.9,21,private,2,0,1,0,shoulder,0,0.71,3,1,1,0,1,1,1,103,private,53.93
Warsaw,5.1,3.6,57,dorm,4,1,1,0,shoulder,0,0.59,25,0,0,1,0,1,1,133,private,18.17
Athens,6.6,5.0,354,private,2,1,1,0,low,0,0.33,0,1,1,0,1,0,2,115,shared,40.75
Berlin,3.6,3.8,65,dorm,12,1,1,0,peak,0,0.86,9,1,1,1,1,0,1,197,private,28.65
Helsinki,3.7,4.0,146,dorm,10,1,1,0,peak,1,0.94,5,0,0,1,1,0,3,206,shared,48.8
Budapest,3.4,3.6,96,dorm,6,0,1,1,low,0,0.34,10,1,0,0,1,0,1,134,private,15.85
Rome,5.3,4.7,332,private,2,1,1,0,peak,0,0.84,11,1,1,1,1,1,4,101,private,66.8
Brussels,0.6,3.9,115,dorm,10,0,1,0,peak,1,0.82,11,1,0,1,1,1,4,169,shared,40.32
Helsinki,7.3,2.7,39,dorm,6,1,1,0,shoulder,1,0.5,10,1,0,1,1,0,3,191,private,28.84
Stockholm,6.2,2.7,51,private,2,0,1,1,shoulder,1,0.74,26,0,1,1,1,0,4,133,private,54.01
Paris,3.7,3.2,57,private,1,1,1,1,low,1,0.42,22,0,1,1,0,0,5,134,private,62.11
Copenhagen,5.1,4.0,147,dorm,10,1,1,0,shoulder,1,0.53,19,1,0,1,1,0,2,144,private,28.9
Berlin,2.7,2.8,26,private,1,0,1,1,shoulder,0,0.67,3,0,1,1,1,1,4,151,shared,82.24
Warsaw,6.1,3.0,99,private,2,0,1,0,peak,0,0.8,26,0,0,0,1,0,3,142,private,43.26
Milan,3.8,5.0,186,dorm,12,0,1,0,shoulder,0,0.53,21,1,0,1,1,1,2,163,private,21.97
Dublin,1.0,4.7,192,dorm,8,0,1,0,peak,1,0.86,5,1,0,0,0,1,6,154,shared,50.88
Brussels,1.5,2.6,85,private,1,0,1,1,shoulder,0,0.71,1,0,1,1,0,1,4,181,shared,86.63
Paris,2.1,4.5,237,dorm,4,1,1,0,shoulder,1,0.68,2,1,1,0,0,0,5,138,private,51.78
Copenhagen,3.7,4.8,161,dorm,8,1,1,0,peak,1,0.75,0,1,1,1,1,1,1,229,private,49.01
Milan,1.9,3.7,147,dorm,6,1,1,1,peak,1,0.99,30,0,0,1,1,1,4,223,private,43.53
Paris,4.0,2.7,72,dorm,8,0,1,1,low,0,0.63,19,0,1,0,1,0,6,186,private,20.95
Stockholm,0.2,4.6,203,dorm,4,1,1,1,shoulder,1,0.65,20,1,0,1,1,0,5,235,shared,41.65
Paris,5.1,4.4,122,private,2,1,1,1,shoulder,1,0.54,16,0,0,1,1,1,1,173,shared,65.71
Berlin,1.8,2.6,72,dorm,12,0,1,1,shoulder,1,0.7,9,1,0,0,0,0,3,151,private,20.9
Oslo,5.9,4.6,428,private,2,0,1,1,shoulder,1,0.51,26,0,0,1,1,1,2,187,private,57.89
Helsinki,5.5,3.2,54,dorm,6,0,1,0,shoulder,1,0.75,12,0,1,0,1,1,1,247,shared,32.64
Prague,3.0,3.2,16,private,1,1,1,0,shoulder,0,0.54,17,1,0,1,0,1,5,168,shared,53.39
Milan,3.5,3.7,61,dorm,4,0,1,0,peak,0,0.83,7,1,1,0,1,0,6,193,shared,45.27
Berlin,6.5,4.3,290,private,2,0,1,1,peak,1,0.75,4,1,1,0,0,0,4,104,private,71.67
Lisbon,2.8,3.4,18,dorm,10,0,1,1,peak,1,0.74,19,1,1,1,1,0,5,240,shared,28.36
Brussels,2.8,3.2,14,dorm,8,1,1,0,shoulder,1,0.51,13,0,0,1,1,0,6,159,private,26.77
Helsinki,5.8,3.3,49,private,1,0,1,0,peak,0,0.79,30,1,1,0,1,0,4,145,private,87.35
Copenhagen,4.5,3.3,91,dorm,4,1,1,0,shoulder,0,0.67,30,0,0,0,0,1,5,155,private,20.21
Barcelona,5.4,3.8,46,private,1,0,1,1,low,0,0.54,23,0,0,1,1,0,1,158,private,55.36
London,1.3,5.0,414,private,2,0,1,1,peak,1,0.74,14,1,1,1,1,0,6,109,shared,112.0
Stockholm,3.8,3.4,23,dorm,10,1,1,0,peak,1,0.8,20,1,1,1,1,0,6,150,private,38.46
Stockholm,5.0,3.0,29,dorm,4,1,1,0,shoulder,0,0.56,13,0,0,1,1,0,3,137,shared,33.86
Athens,6.2,2.8,34,private,2,0,1,1,shoulder,1,0.68,5,1,0,1,1,1,3,200,private,51.43
Warsaw,0.5,4.5,390,private,2,0,1,1,shoulder,0,0.77,22,1,0,1,1,0,3,119,private,48.69
Stockholm,0.9,4.4,272,dorm,6,1,1,1,peak,1,0.98,24,1,0,1,0,1,1,124,private,48.12
Rome,0.7,4.4,289,dorm,6,0,1,1,low,0,0.44,1,1,0,1,1,0,6,241,shared,29.62
Copenhagen,7.7,4.1,119,private,2,1,1,0,low,0,0.36,14,0,0,0,1,0,6,136,shared,43.22
Dublin,5.3,4.0,265,dorm,10,0,1,1,low,0,0.6,28,1,1,1,0,0,6,161,shared,16.78
